,Date,Time,Location,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,Elo_HomeTeam,Elo_AwayTeam,Temperature,Humidity,Wind Speed,Condition
1541,2020-02-01,15:00,EGLL,Watford,Everton,2,3,A,2,2,D,C Pawson,11,12,2,5,17,14,4,4,2,2,0,1,2.7466666666666666,3.3016666666666663,2.645,1682.73706055,1744.71948242,49.979166666666664,75.95833333333333,16.833333333333332,Fair
1542,2020-02-01,15:00,EGLC,West Ham,Brighton,3,3,D,2,0,H,M Oliver,12,19,6,6,8,9,4,6,1,1,0,0,2.5516666666666663,3.365,2.8016666666666663,1687.38146973,1645.94189453,51.5,69.375,16.979166666666668,Fair
1543,2020-02-01,17:30,EGCC,Man United,Wolves,0,0,D,0,0,D,P Tierney,15,14,5,3,14,15,4,6,3,2,0,0,2.231666666666667,3.216666666666667,3.483333333333333,1800.49267578,1766.86425781,47.5625,74.97916666666667,14.75,Mostly Cloudy
1544,2020-01-29,19:45,EGLC,West Ham,Liverpool,0,2,A,0,1,A,J Moss,7,13,4,5,6,6,3,7,2,0,0,0,8.761666666666667,5.528333333333333,1.335,1689.6151123,2086.02832031,44.5,72.9375,13.875,Fair
1545,2020-01-23,20:00,EGBB,Wolves,Liverpool,1,2,A,0,1,A,M Oliver,10,13,3,6,6,11,2,4,0,1,0,0,5.6499999999999995,3.93,1.628333333333334,1769.41809082,2083.47436523,44.166666666666664,99.70833333333331,3.4791666666666665,Mist
1546,2020-01-22,20:15,EGCC,Man United,Burnley,0,2,A,0,1,A,J Moss,24,5,7,2,11,7,5,2,0,2,0,0,1.4,4.628333333333333,8.411666666666667,1818.5970459,1678.35632324,45.791666666666664,98.39583333333331,2.3333333333333335,Fog
1547,2020-01-22,19:30,EGLC,Tottenham,Norwich,2,1,H,1,0,H,C Kavanagh,14,12,3,2,12,7,7,3,0,1,0,0,1.413333333333333,4.861666666666667,7.523333333333333,1824.20874023,1605.85144043,43.333333333333336,94.47916666666669,2.5833333333333335,Mist
1548,2020-01-22,19:30,EGNX,Leicester,West Ham,4,1,H,2,0,H,D Coote,19,6,8,2,10,19,7,8,1,1,0,0,1.528333333333333,4.441666666666666,5.998333333333334,1817.69519043,1696.35742188,43.42553191489362,97.93617021276596,5.170212765957447,Fair
1549,2020-01-21,19:30,EGGP,Everton,Newcastle,2,2,D,1,0,H,S Hooper,17,8,8,2,13,10,6,4,1,1,0,0,1.5883333333333336,3.959999999999999,6.109999999999999,1747.29089355,1710.97521973,44.729166666666664,97.95833333333331,6.0625,Cloudy
1550,2020-01-21,19:30,EGBB,Aston Villa,Watford,2,1,H,0,1,A,M Atkinson,16,8,5,2,11,18,6,3,2,2,0,0,2.845,3.445,2.49,1625.25854492,1691.02490234,39.875,90.6875,5.416666666666667,Mostly Cloudy
1551,2020-01-21,19:30,EGHH,Bournemouth,Brighton,3,1,H,2,0,H,K Friend,11,21,3,8,9,12,5,8,1,1,0,0,2.9283333333333332,3.348333333333333,2.481666666666667,1643.27380371,1655.77294922,35.48275862068966,90.13793103448276,2.793103448275862,Fair
1552,2020-01-21,19:30,EGLC,Crystal Palace,Southampton,0,2,A,0,1,A,A Marriner,6,15,0,6,12,13,0,8,1,2,0,0,2.721666666666667,3.2199999999999993,2.7283333333333335,1749.38342285,1690.34143066,39.541666666666664,84.58333333333333,5.0,Fair
1553,2020-01-21,20:15,EGLC,Chelsea,Arsenal,2,2,D,1,0,H,S Attwell,19,2,8,2,11,6,17,5,2,1,0,1,1.7366666666666666,3.918333333333333,4.6450000000000005,1845.62475586,1801.8182373,39.541666666666664,84.58333333333333,5.0,Fair
1554,2020-01-21,19:30,EGCN,Sheffield United,Man City,0,1,A,0,0,D,L Mason,4,18,1,5,13,13,5,13,4,3,0,0,7.331666666666667,4.795,1.4266666666666667,1699.68200684,2000.07128906,41.270833333333336,89.54166666666667,6.625,Fair
1555,2020-01-19,16:30,EGGP,Liverpool,Man United,2,0,H,1,0,H,C Pawson,16,9,5,4,7,10,11,5,1,3,0,0,1.3633333333333333,5.133333333333334,8.426666666666668,2080.73095703,1821.34057617,35.638297872340424,99.25531914893617,4.212765957446808,Fog
1556,2020-01-19,14:00,EGNM,Burnley,Leicester,2,1,H,0,1,A,A Taylor,8,18,5,8,14,8,4,5,1,0,0,0,4.238333333333333,3.6983333333333337,1.856666666666667,1667.64929199,1828.40234375,35.979166666666664,87.27083333333333,12.395833333333334,Fair
1557,2020-01-18,15:00,EGSH,Norwich,Bournemouth,1,0,H,1,0,H,P Tierney,16,6,5,3,10,10,4,5,2,2,1,1,2.2083333333333335,3.5333333333333337,3.216666666666667,1597.93200684,1651.19335938,38.297872340425535,84.82978723404256,9.936170212765957,Fair
1558,2020-01-18,12:30,EGLL,Watford,Tottenham,0,0,D,0,0,D,M Oliver,15,17,2,5,13,13,3,3,2,3,0,0,3.1733333333333333,3.525,2.2333333333333334,1688.63903809,1826.59460449,39.041666666666664,84.83333333333333,5.8125,Fair
1559,2020-01-18,15:00,EGLC,Arsenal,Sheffield United,1,1,D,1,0,H,M Dean,11,12,4,4,9,13,4,5,1,2,0,0,1.8333333333333333,3.620000000000001,4.461666666666667,1806.22546387,1695.27478027,41.541666666666664,76.125,7.75,Fair
1560,2020-01-18,15:00,EGKK,Brighton,Aston Villa,1,1,D,1,0,H,A Madley,10,8,2,3,11,13,3,4,3,3,0,0,1.6433333333333335,4.176666666666666,5.04,1658.27880859,1622.75268555,37.5625,86.20833333333333,4.8125,Fair
1561,2020-01-18,15:00,EGCC,Man City,Crystal Palace,2,2,D,0,1,A,S Scott,25,5,6,3,9,7,14,2,1,2,0,0,1.0933333333333335,10.626666666666669,24.985,2007.31616211,1742.13842773,37.854166666666664,86.625,5.4375,Fair
1562,2020-01-18,15:00,EGHI,Southampton,Wolves,2,3,A,2,0,H,D England,11,8,5,4,13,12,1,3,2,1,0,0,2.395,3.35,3.0500000000000003,1698.03857422,1761.72094727,37.32258064516129,84.03225806451613,1.870967741935484,Fair
1563,2020-01-18,17:30,EGNT,Newcastle,Chelsea,1,0,H,0,0,D,C Kavanagh,7,19,2,4,9,14,1,10,1,1,0,0,6.001666666666666,4.536666666666666,1.5166666666666666,1700.28564453,1856.31433105,36.604166666666664,90.95833333333331,13.958333333333334,Fair
1564,2020-01-18,15:00,EGLC,West Ham,Everton,1,1,D,1,1,D,A Marriner,12,11,6,3,11,13,7,6,1,0,0,0,2.9599999999999995,3.4549999999999996,2.385,1696.43371582,1747.21459961,41.541666666666664,76.125,7.75,Fair
1565,2020-01-12,16:30,EGBB,Aston Villa,Man City,1,6,A,0,4,A,J Moss,7,22,1,12,5,12,2,4,2,1,0,0,14.173333333333332,8.251666666666667,1.1683333333333332,1626.61523438,2003.45373535,45.78260869565217,87.80434782608695,8.608695652173912,Partly Cloudy
1566,2020-01-12,14:00,EGHH,Bournemouth,Watford,0,3,A,0,1,A,M Dean,10,18,1,6,3,13,5,5,1,1,0,0,2.5900000000000003,3.353333333333333,2.7383333333333333,1667.32641602,1672.50598145,47.90625,83.5,10.9375,Fair
1567,2020-01-11,15:00,EGNX,Leicester,Southampton,1,2,A,1,1,D,L Mason,5,16,5,10,9,17,2,4,0,3,0,0,1.633333333333333,3.9966666666666666,5.433333333333334,1841.3951416,1685.04577637,48.125,85.625,24.333333333333332,Windy
1568,2020-01-11,17:30,EGLC,Tottenham,Liverpool,0,1,A,0,1,A,M Atkinson,14,13,4,7,4,8,4,3,0,2,0,0,4.586666666666667,4.2250000000000005,1.6899999999999995,1830.16821289,2077.15722656,50.291666666666664,76.39583333333333,13.666666666666666,Cloudy
1569,2020-01-11,15:00,EGBB,Wolves,Newcastle,1,1,D,1,1,D,P Bankes,9,5,4,1,13,12,5,2,0,3,0,0,1.4516666666666664,4.31,8.098333333333334,1765.18786621,1696.81872559,48.229166666666664,86.66666666666667,14.1875,Mostly Cloudy
1570,2020-01-11,15:00,EGCC,Man United,Norwich,4,0,H,1,0,H,A Taylor,13,8,6,3,18,7,4,2,0,0,0,0,1.3550000000000002,5.09,8.733333333333333,1816.56176758,1602.71081543,49.8125,83.95833333333333,11.4375,Mostly Cloudy
1571,2020-01-11,15:00,EGGP,Everton,Brighton,1,0,H,1,0,H,D Coote,14,9,6,2,7,7,4,3,2,1,0,0,1.87,3.615,4.1499999999999995,1742.39196777,1663.10144043,51.604166666666664,85.77083333333333,15.958333333333334,Mostly Cloudy
1572,2020-01-11,15:00,EGLC,Chelsea,Burnley,3,0,H,2,0,H,K Friend,18,7,8,2,7,4,10,3,0,3,0,0,1.29,5.546666666666667,11.003333333333332,1851.26318359,1672.70043945,50.291666666666664,76.39583333333333,13.666666666666666,Cloudy
1573,2020-01-11,12:30,EGLC,Crystal Palace,Arsenal,1,1,D,0,1,A,P Tierney,6,7,3,4,14,22,1,4,2,3,0,1,4.194999999999999,3.8433333333333337,1.825,1741.9309082,1806.4329834,50.291666666666664,76.39583333333333,13.666666666666666,Cloudy
1574,2020-01-10,20:00,EGCN,Sheffield United,West Ham,1,0,H,0,0,D,M Oliver,13,7,3,2,11,6,7,3,1,0,0,0,2.0066666666666664,3.4066666666666663,3.945,1688.32421875,1703.38427734,41.229166666666664,82.08333333333333,9.604166666666666,Fair
1575,2020-01-02,20:00,EGGP,Liverpool,Sheffield United,2,0,H,1,0,H,P Tierney,19,3,7,2,5,8,8,4,0,0,0,0,1.218333333333333,6.3183333333333325,13.995,2075.85131836,1689.63024902,48.125,86.375,12.1875,Partly Cloudy
1576,2020-01-01,12:30,EGNM,Burnley,Aston Villa,1,2,A,0,2,A,M Oliver,20,11,1,6,12,10,8,4,1,1,0,0,1.79,3.78,4.416666666666667,1683.97790527,1615.33764648,39.340425531914896,92.36170212765956,7.957446808510638,Mostly Cloudy
1577,2020-01-01,15:00,EGHI,Southampton,Tottenham,1,0,H,1,0,H,M Dean,12,11,3,5,21,8,6,9,3,4,0,0,3.318333333333334,3.5483333333333333,2.141666666666667,1674.34790039,1840.8659668,46.11538461538461,89.1923076923077,1.5769230769230769,Mist
1578,2020-01-01,12:30,EGKK,Brighton,Chelsea,1,1,D,0,1,A,S Attwell,16,16,5,5,8,15,5,3,2,3,0,0,3.7,3.63,1.9833333333333332,1659.32214355,1855.0423584,40.229166666666664,99.70833333333331,2.8958333333333335,Mist
1579,2020-01-01,17:30,EGCC,Man City,Everton,2,1,H,0,0,D,A Marriner,16,7,7,2,11,11,3,6,0,4,0,0,1.265,6.166666666666667,10.673333333333332,2001.57202148,1744.27368164,43.083333333333336,84.3125,3.4166666666666665,Cloudy
1580,2020-01-01,15:00,EGLL,Watford,Wolves,2,1,H,1,0,H,A Madley,9,16,3,4,12,6,4,7,3,1,1,0,3.158333333333333,3.3433333333333337,2.3016666666666663,1662.98144531,1774.71240234,41.791666666666664,94.89583333333331,4.583333333333333,Mist
1581,2020-01-01,15:00,EGNT,Newcastle,Leicester,0,3,A,0,2,A,M Atkinson,5,17,2,10,8,12,4,5,1,1,0,0,5.241666666666667,3.8783333333333334,1.663333333333333,1708.01550293,1830.19836426,33.214285714285715,97.35714285714286,3.6666666666666665,Fair
1582,2020-01-01,17:30,EGSH,Norwich,Crystal Palace,1,1,D,1,0,H,J Moss,15,12,4,3,12,9,2,5,5,0,0,0,2.535,3.435,2.7550000000000003,1600.27038574,1744.37133789,41.21739130434783,89.80434782608695,7.065217391304348,Cloudy
1583,2020-01-01,17:30,EGLC,West Ham,Bournemouth,4,0,H,3,0,H,G Scott,14,3,7,2,3,12,9,2,1,2,0,0,1.93,3.815,3.736666666666667,1691.03125,1679.67944336,41.604166666666664,91.125,3.9791666666666665,Cloudy
1584,2020-01-01,20:00,EGLC,Arsenal,Man United,2,0,H,2,0,H,C Kavanagh,10,10,4,4,11,15,1,4,2,0,0,0,2.5716666666666668,3.620000000000001,2.611666666666667,1796.1661377,1826.82861328,41.604166666666664,91.125,3.9791666666666665,Cloudy
1585,2019-12-29,18:00,EGCC,Man City,Sheffield United,2,0,H,0,0,D,C Kavanagh,16,8,4,0,5,6,8,5,1,1,0,0,1.1749999999999998,7.575,15.601666666666668,1999.57836914,1691.62390137,45.416666666666664,89.02083333333333,5.666666666666667,Fair
1586,2019-12-29,16:30,EGGP,Liverpool,Wolves,1,0,H,1,0,H,A Taylor,10,10,3,2,7,3,5,6,1,0,0,0,1.2633333333333334,5.876666666666668,11.43,2074.3515625,1776.21203613,47.145833333333336,92.1875,10.729166666666666,Fair
1587,2019-12-29,14:00,EGLC,Arsenal,Chelsea,1,2,A,1,0,H,C Pawson,7,13,2,4,13,19,2,3,5,4,0,0,2.841666666666667,3.7216666666666662,2.348333333333333,1804.5291748,1846.67919922,46.041666666666664,81.89583333333333,6.104166666666667,Fair
1588,2019-12-28,15:00,EGHI,Southampton,Crystal Palace,1,1,D,0,0,D,A Madley,14,5,5,2,13,7,12,4,1,2,0,0,1.961666666666667,3.561666666666666,3.938333333333334,1674.03710938,1744.68225098,48.54545454545455,86.03030303030303,3.9696969696969697,Mostly Cloudy
1589,2019-12-28,19:45,EGNM,Burnley,Man United,0,2,A,0,1,A,M Dean,8,14,1,5,17,10,5,4,4,3,0,0,4.361666666666667,3.67,1.836666666666667,1693.16357422,1817.64294434,45.5,90.02083333333333,8.833333333333334,Fair
1590,2019-12-28,17:30,EGLC,West Ham,Leicester,1,2,A,1,1,D,D Coote,14,13,4,8,16,4,5,5,4,1,0,0,4.021666666666667,3.853333333333333,1.855,1697.29272461,1823.93688965,46.958333333333336,86.20833333333333,5.25,Cloudy
1591,2019-12-28,17:30,EGSH,Norwich,Tottenham,2,2,D,1,0,H,K Friend,5,15,2,7,12,10,4,6,3,3,0,0,4.983333333333333,4.038333333333333,1.6716666666666666,1595.27258301,1845.86376953,46.02173913043478,88.80434782608695,8.608695652173912,Mostly Cloudy
1592,2019-12-28,15:00,EGLL,Watford,Aston Villa,3,0,H,1,0,H,S Hooper,20,11,6,2,16,9,6,3,3,1,1,0,1.9883333333333333,3.75,3.651666666666667,1652.96154785,1625.35754395,46.3125,91.95833333333331,6.645833333333333,Cloudy
1593,2019-12-28,15:00,EGNT,Newcastle,Everton,1,2,A,0,1,A,L Mason,20,22,5,9,13,13,5,8,2,2,0,0,3.5400000000000005,3.3783333333333334,2.135,1717.23693848,1735.05212402,48.255319148936174,82.40425531914893,6.0,Fair
1594,2019-12-28,12:30,EGKK,Brighton,Bournemouth,2,0,H,1,0,H,P Tierney,16,10,6,2,8,11,9,2,0,2,0,0,1.781666666666667,3.821666666666667,4.46,1648.62683105,1690.37475586,43.833333333333336,92.39583333333331,3.9375,Mostly Cloudy
1595,2019-12-27,19:45,EGBB,Wolves,Man City,3,2,H,0,1,A,M Atkinson,20,7,8,3,7,13,3,1,0,1,0,1,7.948333333333333,4.976666666666667,1.3883333333333334,1763.42541504,2012.3651123,41.458333333333336,99.41666666666669,5.3125,Mist
1596,2019-12-26,15:00,EGLC,Chelsea,Southampton,0,2,A,0,1,A,J Moss,10,5,3,3,10,9,8,1,3,2,0,0,1.3483333333333336,5.208333333333333,8.711666666666666,1866.68225098,1654.03405762,45.9375,87.5625,11.875,Fair
1597,2019-12-26,20:00,EGNX,Leicester,Liverpool,0,4,A,0,1,A,M Oliver,3,15,0,6,5,7,2,8,1,1,0,0,3.39,3.693333333333334,2.078333333333333,1831.53344727,2066.75512695,39.04444444444445,99.22222222222224,8.333333333333334,Fair
1598,2019-12-26,17:30,EGCC,Man United,Newcastle,4,1,H,3,1,H,K Friend,22,7,10,2,10,7,5,0,2,2,0,0,1.34,5.178333333333334,9.248333333333331,1809.38085938,1725.49914551,42.083333333333336,88.10416666666667,4.958333333333333,Fair
1599,2019-12-26,15:00,EGCN,Sheffield United,Watford,1,1,D,1,1,D,D Coote,16,5,4,2,11,8,9,1,1,3,0,0,1.8516666666666663,3.53,4.461666666666667,1694.46057129,1650.12487793,40.458333333333336,96.35416666666669,6.333333333333333,Mist
1600,2019-12-26,15:00,EGGP,Everton,Burnley,1,0,H,0,0,D,A Taylor,21,6,5,0,15,14,10,2,0,0,0,0,1.7033333333333331,3.7366666666666664,5.151666666666666,1729.23730469,1698.97851562,43.648648648648646,97.24324324324324,9.18918918918919,Winter
1601,2019-12-26,15:00,EGLC,Crystal Palace,West Ham,2,1,H,0,0,D,A Marriner,13,10,4,2,5,10,7,6,0,2,0,0,2.2983333333333333,3.4149999999999996,3.123333333333333,1738.99035645,1702.98449707,45.9375,87.5625,11.875,Fair
1602,2019-12-26,15:00,EGHH,Bournemouth,Arsenal,1,1,D,1,0,H,S Attwell,12,17,4,2,5,13,8,3,4,4,0,0,3.49,3.845,1.995,1688.64782715,1806.25622559,50.83870967741935,92.09677419354838,14.64516129032258,Light Rain
1603,2019-12-26,15:00,EGBB,Aston Villa,Norwich,1,0,H,0,0,D,C Kavanagh,11,16,2,6,15,12,5,8,2,3,0,0,2.098333333333333,3.7733333333333334,3.268333333333333,1619.42358398,1601.2064209,40.25,96.35416666666669,7.625,Mist
1604,2019-12-26,12:30,EGLC,Tottenham,Brighton,2,1,H,0,1,A,G Scott,11,11,5,5,10,9,9,2,4,2,0,0,1.5483333333333336,4.37,5.8,1843.15283203,1651.33776855,45.9375,87.5625,11.875,Fair
1605,2019-12-22,14:00,EGLL,Watford,Man United,2,0,H,0,0,D,L Mason,11,17,3,8,16,11,3,5,3,1,0,0,4.395,3.8683333333333336,1.7816666666666665,1633.67041016,1825.83520508,46.270833333333336,91.27083333333331,10.916666666666666,Fair
1606,2019-12-22,16:30,EGLC,Tottenham,Chelsea,0,2,A,0,2,A,A Taylor,5,13,1,3,9,11,3,5,4,3,1,0,2.3516666666666666,3.620000000000001,2.8966666666666665,1856.41003418,1853.42504883,48.020833333333336,83.85416666666667,11.208333333333334,Fair
1607,2019-12-21,12:30,EGGP,Everton,Arsenal,0,0,D,0,0,D,K Friend,9,6,0,2,10,11,5,4,2,3,0,0,2.306666666666666,3.7416666666666663,2.901666666666667,1728.64599609,1806.84753418,43.42553191489362,97.93617021276596,8.297872340425531,Fair
1608,2019-12-21,15:00,EGBB,Aston Villa,Southampton,1,3,A,0,2,A,C Pawson,19,17,6,8,16,15,7,5,2,1,0,0,2.416666666666667,3.561666666666667,2.838333333333333,1632.5670166,1640.89074707,43.06382978723404,97.25531914893617,7.617021276595745,Mostly Cloudy
1609,2019-12-21,15:00,EGNT,Newcastle,Crystal Palace,1,0,H,0,0,D,S Hooper,8,16,3,4,12,11,4,5,2,0,0,0,2.4283333333333332,3.0750000000000006,3.246666666666666,1718.14465332,1746.34484863,39.19565217391305,98.47826086956522,4.478260869565218,Mostly Cloudy
1610,2019-12-21,15:00,EGHH,Bournemouth,Burnley,0,1,A,0,0,D,M Atkinson,3,2,0,1,13,21,4,5,2,4,0,0,2.425,3.385,2.9516666666666667,1698.25817871,1689.36816406,48.86666666666667,89.06666666666666,11.133333333333333,Partly Cloudy
1611,2019-12-21,15:00,EGKK,Brighton,Sheffield United,0,1,A,0,1,A,R Jones,9,7,2,2,6,11,4,3,1,3,0,0,2.2066666666666666,3.2616666666666667,3.4933333333333336,1660.27185059,1685.52648926,47.541666666666664,93.39583333333331,9.8125,Mostly Cloudy
1612,2019-12-21,17:30,EGCC,Man City,Leicester,3,1,H,2,1,H,M Dean,23,5,12,2,14,9,6,1,2,2,0,0,1.365,5.36,7.734999999999999,2008.22253418,1835.67602539,43.270833333333336,90.3125,4.354166666666667,Fair
1613,2019-12-21,15:00,EGSH,Norwich,Wolves,1,2,A,1,0,H,P Bankes,13,14,7,4,7,14,3,11,2,4,0,0,3.745,3.7366666666666664,1.955,1606.7121582,1757.91967773,46.0625,87.14583333333333,10.75,Fair
1614,2019-12-16,19:45,EGLC,Crystal Palace,Brighton,1,1,D,0,0,D,C Pawson,11,15,4,10,7,12,3,7,1,1,0,0,2.5383333333333336,3.238333333333333,2.9,1750.45532227,1656.16137695,47.208333333333336,83.64583333333333,6.5625,Fair
1615,2019-12-15,16:30,EGLC,Arsenal,Man City,0,3,A,0,3,A,P Tierney,6,14,1,7,9,24,3,3,1,4,0,0,6.091666666666666,5.325,1.4383333333333332,1815.04003906,2000.02990723,47.1875,72.25,13.25,Fair
1616,2019-12-15,14:00,EGBB,Wolves,Tottenham,1,2,A,0,1,A,S Attwell,18,9,5,5,14,10,11,2,4,4,0,0,3.2083333333333335,3.433333333333333,2.2550000000000003,1765.2364502,1849.09313965,40.68888888888889,84.42222222222222,9.177777777777775,Fair
1617,2019-12-15,14:00,EGCC,Man United,Everton,1,1,D,0,1,A,M Oliver,24,8,8,3,10,12,6,5,1,2,0,0,1.7633333333333334,3.721666666666667,4.778333333333333,1830.25720215,1724.22399902,39.958333333333336,81.66666666666667,8.916666666666666,Fair
1618,2019-12-14,15:00,EGCN,Sheffield United,Aston Villa,2,0,H,0,0,D,P Bankes,7,8,3,0,10,9,3,2,2,2,0,0,1.8583333333333336,3.73,4.213333333333334,1677.64453125,1640.44897461,39.583333333333336,80.29166666666667,14.708333333333334,Fair
1619,2019-12-14,17:30,EGHI,Southampton,West Ham,0,1,A,0,1,A,M Atkinson,11,11,2,4,9,14,5,8,1,3,0,0,1.915,3.825,3.82,1649.21765137,1694.65771484,47.125,65.4375,12.21875,Fair
1620,2019-12-14,15:00,EGNX,Leicester,Norwich,1,1,D,1,1,D,A Madley,18,10,5,3,11,15,12,4,0,4,0,0,1.2183333333333335,6.566666666666667,13.741666666666667,1842.72680664,1599.66149902,39.91304347826087,79.8913043478261,16.97826086956522,Fair
1621,2019-12-14,15:00,EGLC,Chelsea,Bournemouth,0,1,A,0,0,D,G Scott,18,11,5,2,9,14,9,4,1,2,0,0,1.2483333333333333,6.348333333333334,11.511666666666663,1866.9354248,1684.74768066,45.333333333333336,71.35416666666667,15.125,Fair
1622,2019-12-14,15:00,EGNM,Burnley,Newcastle,1,0,H,0,0,D,T Robinson,7,9,4,0,15,12,4,3,0,2,0,0,1.9383333333333332,3.4949999999999997,4.121666666666667,1681.72888184,1725.78393555,36.85106382978723,88.0,17.23404255319149,Windy
1623,2019-12-14,12:30,EGGP,Liverpool,Watford,2,0,H,1,0,H,A Marriner,16,8,6,2,8,6,6,3,2,1,0,0,1.165,7.655,17.176666666666666,2065.80029297,1634.62524414,42.416666666666664,77.79166666666667,18.020833333333332,Showers in the Vicinity
1624,2019-12-09,20:00,EGLC,West Ham,Arsenal,1,3,A,1,0,H,M Dean,11,10,4,3,12,6,4,3,2,0,0,0,3.4499999999999997,4.041666666666666,1.9666666666666663,1700.25622559,1805.41467285,46.479166666666664,68.0,13.104166666666666,Fair
1625,2019-12-08,14:00,EGSH,Norwich,Sheffield United,1,2,A,1,0,H,S Hooper,14,9,4,3,6,12,9,1,0,4,0,0,2.9233333333333333,3.485,2.395,1603.52648926,1665.66320801,48.291666666666664,78.5,20.229166666666668,Fair
1626,2019-12-08,14:00,EGNT,Newcastle,Southampton,2,1,H,0,0,D,D Coote,12,19,6,4,11,17,3,12,1,3,0,0,2.5816666666666666,3.216666666666667,2.855,1716.76538086,1650.11987305,44.333333333333336,83.89583333333333,22.145833333333332,Windy
1627,2019-12-08,14:00,EGBB,Aston Villa,Leicester,1,4,A,1,2,A,M Oliver,15,23,2,8,21,15,8,5,6,2,0,0,4.284999999999999,3.878333333333333,1.8033333333333337,1644.88891602,1830.1706543,46.40425531914894,76.68085106382979,12.5531914893617,Fair
1628,2019-12-08,16:30,EGKK,Brighton,Wolves,2,2,D,2,2,D,J Moss,13,13,4,5,10,7,3,4,3,0,0,0,2.69,3.1216666666666666,2.8216666666666668,1650.84753418,1757.78039551,48.520833333333336,80.27083333333333,15.604166666666666,Fair
1629,2019-12-07,15:00,EGLC,Tottenham,Burnley,5,0,H,3,0,H,K Friend,13,7,7,1,12,8,1,1,1,1,0,0,1.405,4.788333333333333,7.998333333333334,1844.1394043,1684.6361084,50.625,75.33333333333333,11.645833333333334,Cloudy
1630,2019-12-07,15:00,EGLL,Watford,Crystal Palace,0,0,D,0,0,D,M Atkinson,13,3,3,0,15,16,6,2,4,2,0,0,2.355,3.32,3.1466666666666665,1628.91638184,1748.04785156,49.333333333333336,81.52083333333333,11.9375,Cloudy
1631,2019-12-07,12:30,EGGP,Everton,Chelsea,3,1,H,1,0,H,C Pawson,13,15,7,4,14,9,1,5,3,0,0,0,3.5233333333333334,3.766666666666666,2.0216666666666665,1704.92724609,1875.87243652,49.958333333333336,88.39583333333333,14.0,Mostly Cloudy
1632,2019-12-07,17:30,EGCC,Man City,Man United,1,2,A,0,2,A,A Taylor,22,11,5,7,10,10,16,3,3,2,0,0,1.3,5.623333333333334,10.188333333333333,2004.70166016,1805.85083008,48.0,86.4375,10.770833333333334,Mostly Cloudy
1633,2019-12-07,15:00,EGHH,Bournemouth,Liverpool,0,3,A,0,2,A,C Kavanagh,3,21,0,9,5,6,1,3,0,1,0,0,7.243333333333333,5.0616666666666665,1.4116666666666668,1683.89880371,2053.68041992,50.36666666666667,83.63333333333334,9.533333333333331,Mostly Cloudy
1634,2019-12-05,20:15,EGLC,Arsenal,Brighton,1,2,A,0,1,A,G Scott,12,20,5,9,10,11,9,9,3,1,0,0,1.595,4.238333333333333,5.496666666666667,1819.09423828,1637.16784668,44.1875,84.91666666666667,10.541666666666666,Fair
1635,2019-12-05,19:30,EGCN,Sheffield United,Newcastle,0,2,A,0,1,A,S Attwell,13,6,6,4,10,6,8,1,2,0,0,0,1.86,3.4099999999999997,4.616666666666666,1678.54516602,1703.88330078,43.729166666666664,89.64583333333333,15.583333333333334,Fair
1636,2019-12-04,20:15,EGGP,Liverpool,Everton,5,2,H,4,2,H,M Dean,11,12,5,4,13,17,5,6,1,2,0,0,1.3866666666666667,4.946666666666666,8.173333333333334,2051.72119141,1706.88671875,42.58695652173913,91.8913043478261,7.608695652173913,Fair
1637,2019-12-04,19:30,EGBB,Wolves,West Ham,2,0,H,1,0,H,A Marriner,13,6,7,3,8,9,5,4,1,2,0,0,1.7583333333333335,3.7383333333333337,4.7700000000000005,1750.05163574,1707.98510742,37.041666666666664,92.8125,4.604166666666667,Fair
1638,2019-12-04,19:30,EGHI,Southampton,Norwich,2,1,H,2,0,H,K Friend,14,10,5,3,12,7,6,1,1,1,0,0,1.768333333333333,3.965,4.34,1644.6451416,1609.0012207,36.52941176470589,87.44117647058823,1.0294117647058822,Fair
1639,2019-12-04,19:30,EGCC,Man United,Tottenham,2,1,H,1,1,D,P Tierney,12,8,7,5,9,9,4,3,0,1,0,0,2.7016666666666667,3.428333333333333,2.6133333333333333,1797.92053223,1852.06982422,41.083333333333336,85.60416666666667,5.583333333333333,Fair
1640,2019-12-04,19:30,EGNX,Leicester,Watford,2,0,H,0,0,D,C Pawson,12,4,6,1,13,16,7,2,3,2,0,0,1.3533333333333335,5.1499999999999995,8.86,1826.49633789,1632.59069824,38.808510638297875,91.53191489361704,9.0,Fair
1641,2019-12-04,19:30,EGLC,Chelsea,Aston Villa,2,1,H,1,1,D,C Kavanagh,25,9,9,3,18,10,9,5,2,1,0,0,1.2933333333333334,5.748333333333334,10.193333333333332,1873.69384766,1647.06738281,41.166666666666664,85.58333333333333,3.7708333333333335,Fair
1642,2019-12-03,19:30,EGLC,Crystal Palace,Bournemouth,1,0,H,0,0,D,A Taylor,7,6,2,3,6,15,6,9,3,3,1,0,2.236666666666667,3.36,3.32,1742.86584473,1689.08081055,43.104166666666664,78.54166666666667,6.25,Fair
